"","SiteNo","Country","Location","Plot","Replication","BLK","Entry","YLD","AD","SD","PH","EH","rEPH","rEPP","nP"
"1066",32,"Mexico","Iguala",10,1,3,18,7.11,1,1,1,1,1,".","."
"1067",32,"Mexico","Iguala",11,1,3,32,7.46,1,1,1,1,1,".","."
"1068",32,"Mexico","Iguala",12,1,3,14,7.33,1,1,1,1,1,".","."
"1069",32,"Mexico","Iguala",13,1,4,29,9.07,1,1,1,1,1,".","."
"1070",32,"Mexico","Iguala",14,1,4,13,12.94,1,1,1,1,1,".","."
"1071",32,"Mexico","Iguala",15,1,4,26,10.65,1,1,1,1,1,".","."
"1072",32,"Mexico","Iguala",16,1,4,1,10.65,1,1,1,1,1,".","."
"1073",32,"Mexico","Iguala",17,1,5,3,10.48,1,1,1,1,1,".","."
"1074",32,"Mexico","Iguala",18,1,5,28,10.7,1,1,1,1,1,".","."
"1075",32,"Mexico","Iguala",19,1,5,19,7.38,1,1,1,1,1,".","."
"1076",32,"Mexico","Iguala",20,1,5,30,10.81,1,1,1,1,1,".","."
"1077",32,"Mexico","Iguala",21,1,6,5,11.1,1,1,1,1,1,".","."
"1078",32,"Mexico","Iguala",22,1,6,16,8.41,1,1,1,1,1,".","."
"1079",32,"Mexico","Iguala",23,1,6,27,9.05,1,1,1,1,1,".","."
"1080",32,"Mexico","Iguala",24,1,6,9,8.96,1,1,1,1,1,".","."
"1081",32,"Mexico","Iguala",25,1,7,10,11.8,1,1,1,1,1,".","."
"1082",32,"Mexico","Iguala",26,1,7,8,13.11,1,1,1,1,1,".","."
"1083",32,"Mexico","Iguala",27,1,7,23,8.84,1,1,1,1,1,".","."
"1084",32,"Mexico","Iguala",28,1,7,25,9.87,1,1,1,1,1,".","."
"1085",32,"Mexico","Iguala",29,1,8,6,10.4,1,1,1,1,1,".","."
"1086",32,"Mexico","Iguala",30,1,8,2,11.21,1,1,1,1,1,".","."
"1087",32,"Mexico","Iguala",31,1,8,12,9.54,1,1,1,1,1,".","."
"1088",32,"Mexico","Iguala",32,1,8,11,8.97,1,1,1,1,1,".","."
"1089",32,"Mexico","Iguala",33,2,9,27,10.65,1,1,1,1,1,".","."
"1090",32,"Mexico","Iguala",34,2,9,13,10.72,1,1,1,1,1,".","."
"1091",32,"Mexico","Iguala",35,2,9,4,9.02,1,1,1,1,1,".","."
"1092",32,"Mexico","Iguala",36,2,9,11,10.08,1,1,1,1,1,".","."
"1093",32,"Mexico","Iguala",37,2,10,30,7.97,1,1,1,1,1,".","."
"1094",32,"Mexico","Iguala",38,2,10,21,8.26,1,1,1,1,1,".","."
"1095",32,"Mexico","Iguala",39,2,10,9,8.32,1,1,1,1,1,".","."
"1096",32,"Mexico","Iguala",40,2,10,17,8.34,1,1,1,1,1,".","."
"1097",32,"Mexico","Iguala",41,2,11,28,8.59,1,1,1,1,1,".","."
"1098",32,"Mexico","Iguala",42,2,11,6,10.1,1,1,1,1,1,".","."
"1099",32,"Mexico","Iguala",43,2,11,29,7.17,1,1,1,1,1,".","."
"1100",32,"Mexico","Iguala",44,2,11,15,6.78,1,1,1,1,1,".","."
"1101",32,"Mexico","Iguala",45,2,12,16,6.68,1,1,1,1,1,".","."
"1102",32,"Mexico","Iguala",46,2,12,7,10.29,1,1,1,1,1,".","."
"1103",32,"Mexico","Iguala",47,2,12,20,6.98,1,1,1,1,1,".","."
"1104",32,"Mexico","Iguala",48,2,12,23,3.11,1,1,1,1,1,".","."
"1105",32,"Mexico","Iguala",49,2,13,12,6.38,1,1,1,1,1,".","."
"1106",32,"Mexico","Iguala",50,2,13,8,7.6,1,1,1,1,1,".","."
"1107",32,"Mexico","Iguala",51,2,13,19,3.65,1,1,1,1,1,".","."
"1108",32,"Mexico","Iguala",52,2,13,5,7.91,1,1,1,1,1,".","."
"1109",32,"Mexico","Iguala",53,2,14,24,7.74,1,1,1,1,1,".","."
"1110",32,"Mexico","Iguala",54,2,14,1,7.15,1,1,1,1,1,".","."
"1111",32,"Mexico","Iguala",55,2,14,3,9.86,1,1,1,1,1,".","."
"1112",32,"Mexico","Iguala",56,2,14,32,7.86,1,1,1,1,1,".","."
"1113",32,"Mexico","Iguala",57,2,15,22,5.52,1,1,1,1,1,".","."
"1114",32,"Mexico","Iguala",58,2,15,25,4.36,1,1,1,1,1,".","."
"1115",32,"Mexico","Iguala",59,2,15,18,6.59,1,1,1,1,1,".","."
"1116",32,"Mexico","Iguala",60,2,15,2,7.44,1,1,1,1,1,".","."
"1117",32,"Mexico","Iguala",61,2,16,26,9.54,1,1,1,1,1,".","."
"1118",32,"Mexico","Iguala",62,2,16,10,7.2,1,1,1,1,1,".","."
"1119",32,"Mexico","Iguala",63,2,16,31,10.27,1,1,1,1,1,".","."
"1120",32,"Mexico","Iguala",64,2,16,14,5.74,1,1,1,1,1,".","."
"1121",32,"Mexico","Iguala",65,3,17,28,8.56,1,1,1,1,1,".","."
"1122",32,"Mexico","Iguala",66,3,17,12,8.4,1,1,1,1,1,".","."
"1123",32,"Mexico","Iguala",67,3,17,20,10.23,1,1,1,1,1,".","."
"1124",32,"Mexico","Iguala",68,3,17,10,11.6,1,1,1,1,1,".","."
"1125",32,"Mexico","Iguala",69,3,18,18,10.37,1,1,1,1,1,".","."
"1126",32,"Mexico","Iguala",70,3,18,30,9.39,1,1,1,1,1,".","."
"1127",32,"Mexico","Iguala",71,3,18,5,12.88,1,1,1,1,1,".","."
"1128",32,"Mexico","Iguala",72,3,18,26,12.56,1,1,1,1,1,".","."
"1129",32,"Mexico","Iguala",73,3,19,2,11.29,1,1,1,1,1,".","."
"1130",32,"Mexico","Iguala",74,3,19,24,9.73,1,1,1,1,1,".","."
"1131",32,"Mexico","Iguala",75,3,19,21,8.89,1,1,1,1,1,".","."
"1132",32,"Mexico","Iguala",76,3,19,16,8.55,1,1,1,1,1,".","."
"1133",32,"Mexico","Iguala",77,3,20,22,10.77,1,1,1,1,1,".","."
"1134",32,"Mexico","Iguala",78,3,20,19,5.17,1,1,1,1,1,".","."
"1135",32,"Mexico","Iguala",79,3,20,15,8.13,1,1,1,1,1,".","."
"1136",32,"Mexico","Iguala",80,3,20,32,10.39,1,1,1,1,1,".","."
"1137",32,"Mexico","Iguala",81,3,21,23,5.8,1,1,1,1,1,".","."
"1138",32,"Mexico","Iguala",82,3,21,31,10.64,1,1,1,1,1,".","."
"1139",32,"Mexico","Iguala",83,3,21,13,8.94,1,1,1,1,1,".","."
"1140",32,"Mexico","Iguala",84,3,21,3,9.3,1,1,1,1,1,".","."
"1141",32,"Mexico","Iguala",85,3,22,25,6.7,1,1,1,1,1,".","."
"1142",32,"Mexico","Iguala",86,3,22,27,8.12,1,1,1,1,1,".","."
"1143",32,"Mexico","Iguala",87,3,22,6,8.01,1,1,1,1,1,".","."
"1144",32,"Mexico","Iguala",88,3,22,14,4.62,1,1,1,1,1,".","."
"1145",32,"Mexico","Iguala",89,3,23,8,9.51,1,1,1,1,1,".","."
"1146",32,"Mexico","Iguala",90,3,23,4,7.9,1,1,1,1,1,".","."
"1147",32,"Mexico","Iguala",91,3,23,1,9.19,1,1,1,1,1,".","."
"1148",32,"Mexico","Iguala",92,3,23,9,8.74,1,1,1,1,1,".","."
"1149",32,"Mexico","Iguala",93,3,24,11,11.21,1,1,1,1,1,".","."
"1150",32,"Mexico","Iguala",94,3,24,17,11.92,1,1,1,1,1,".","."
"1151",32,"Mexico","Iguala",95,3,24,7,11.12,1,1,1,1,1,".","."
"1152",32,"Mexico","Iguala",96,3,24,29,7.99,1,1,1,1,1,".","."
